N-gramm,Count
gobbo launcelot,17
we know,17
threethree i,17
may you,17
nineseven i,17
not choose,17
find the,17
the complete,17
a boy,17
unicode version,17
liberty unicode,17
what art,17
of liberty,17
scott from,17
a glossary,17
it at,17
so many,17
dir proteus,17
shylock antonio,17
faith and,17
not and,17
version by,17
isabella claudio,17
works of,17
for their,17
from online,17
glossary by,17
online library,17
press onenineonesix,17
complete works,17
by craig,17
or that,17
london oxford,17
is nothing,17
yet he,17
make my,17
library of,17
the lion,17
craig london,17
well said,17
ed with,17
of honour,17
man he,17
escalus duke,17
but of,17
men of,17
by mike,17
he come,17
master fenton,17
made you,17
shakespeare ed,17
man but,17
of william,17
bid you,17
at least,17
it my,17
a devil,17
mike scott,17
by heaven,17
look how,17
the third,17
university press,17
oxford university,17
love my,17
william shakespeare,17
eph adriana,16
the news,16
my thoughts,16
heart as,16
dir music,16
we be,16
love in,16
lysander demetrius,16
music stage,16
methinks i,16
man may,16
so shall,16
cressida diomedes,16
that this,16
can i,16
the common,16
must know,16
dir ariel,16
or in,16
can make,16
ferdinand miranda,16
forth and,16
the youth,16
i serve,16
to such,16
page i,16
the maid,16
not take,16
lord to,16
master i,16
and go,16
doth the,16
talk with,16
was this,16
come let,16
my queen,16
thee the,16
julia silvia,16
mistress quickly,16
me thus,16
rosalind i,16
these things,16
pandarus helen,16
what ho,16
sent me,16
nor no,16
loss of,16
sevensix i,16
my state,16
two of,16
imogen cymbeline,16
about it,16
say she,16
silvia julia,16
to use,16
do for,16
on their,16
were in,16
me do,16
not his,16
i sir,16
am your,16
is our,16
dir olivia,16
there were,16
i follow,16
shalt not,16
so am,16
and hath,16
duke proteus,16
me speak,16
the least,16
that love,16
is some,16
in i,16
your eye,16
so soon,16
threeseven i,16
me yet,16
dir parolles,16
of every,16
for every,16
do love,16
your life,16
a dog,16
there my,16
but since,16
well but,16
yet it,16
her name,16
acquainted with,16
to break,16
your head,16
they may,16
by our,16
lord you,16
not seen,16
beatrice leonato,16
the fair,16
and honour,16
much of,16
ariel stage,16
now as,16
should he,16
onefour i,16
take away,16
as one,16
than in,16
he the,16
do no,16
helena countess,16
be that,16
syr stage,16
a ring,16
me no,16
us in,16
able to,16
will prove,16
us we,16
and think,16
your lady,16
sir a,16
oneone i,16
not give,16
son and,16
this business,16
three years,16
to some,16
wife is,16
as ever,16
like him,16
well to,16
the grecian,16
camillo florizel,16
to those,16
which now,16
shall know,16
a prince,16
are but,16
silvia proteus,16
the money,16
tranio gremio,16
last night,16
belch malvolio,16
entreat you,16
valentine silvia,16
seems to,16
his eyes,16
of those,16
lord if,16
and being,16
sebastian stage,16
simonides thaisa,16
do in,16
within this,16
for here,16
must have,16
blood and,16
believe it,16
charge you,16
how shall,16
a brother,16
on to,16
yet a,16
back again,16
sir topas,16
your patience,16
too late,16
outlaw three,16
he came,16
they come,16
put me,16
thee but,16
onenineonesix stage,16
out and,15
was it,15
friend and,15
hand of,15
any of,15
that made,15
so near,15
clown i,15
for one,15
would do,15
lord but,15
love a,15
nathaniel holofernes,15
you duke,15
launcelot stage,15
slender shallow,15
and show,15
by their,15
i die,15
fourone i,15
claudio and,15
thou in,15
hope to,15
her eye,15
master of,15
it me,15
have his,15
the spring,15
of life,15
show me,15
help me,15
you fair,15
i prove,15
gave it,15
the morning,15
it he,15
do my,15
thee of,15
bed and,15
your company,15
then if,15
for mine,15
say no,15
be merry,15
must i,15
and come,15
find it,15
true i,15
how it,15
your pleasure,15
this will,15
he so,15
enough for,15
much in,15
sweet queen,15
live and,15
see what,15
better for,15
leontes stage,15
king helena,15
posthumus stage,15
countess helena,15
dir gives,15
a place,15
me o,15
no better,15
bid him,15
me where,15
shall come,15
as an,15
will bring,15
dir rosalind,15
come by,15
upon thy,15
phebe silvius,15
hector stage,15
her not,15
her face,15
is such,15
her beauty,15
princess rosaline,15
says she,15
me like,15
charge thee,15
they did,15
son of,15
and why,15
the mind,15
mariana duke,15
the grace,15
long to,15
an excellent,15
speak a,15
now he,15
silvia valentine,15
not at,15
upon mine,15
but his,15
what his,15
daughter of,15
his will,15
will take,15
gonzalo sebastian,15
i with,15
lord stage,15
about to,15
love but,15
though it,15
man hath,15
me some,15
baptista gremio,15
husband and,15
your majesty,15
the issue,15
dir maria,15
the daughter,15
he says,15
and know,15
well in,15
threesix i,15
thou thy,15
go thy,15
belarius arviragus,15
am for,15
much i,15
so for,15
is much,15
baptista petruchio,15
thurio proteus,15
never did,15
duke palace,15
guiderius belarius,15
that has,15
i made,15
course of,15
evans page,15
olivia stage,15
sir as,15
his tongue,15
simonides pericles,15
this way,15
lend me,15
the contrary,15
you mean,15
eyes to,15
your ear,15
soon as,15
gonzalo antonio,15
here she,15
yet to,15
shallow page,15
there the,15
gentleman i,15
doubt not,15
yet is,15
it if,15
show you,15
how long,15
sixtwo i,15
who was,15
proteus duke,15
my fortunes,15
eighteight i,15
who shall,15
after the,15
die for,15
and after,15
you where,15
between the,15
dir baptista,15
of troy,15
helen pandarus,15
to answer,15
sing it,15
of tyre,15
made the,15
and shall,15
not nor,15
noble lord,15
dir cloten,15
which was,15
host julia,15
my lords,15
clown olivia,15
sir your,15
seven i,15
for being,15
my faith,15
call it,15
dir helena,15
have told,15
have an,15
onesix i,15
thank your,15
my face,15
orlando jaques,15
shalt be,15
old and,15
my sake,15
eightnine i,15
the life,15
belarius stage,15
i break,15
so farewell,15
assure you,15
him let,15
went to,15
this hand,15
o lord,15
lafeu king,15
be i,15
here sir,15
duke mariana,15
my conscience,15
since the,15
shalt have,15
to get,15
that never,15
them on,15
in every,15
antonio i,15
give my,15
desire you,15
very good,15
to try,15
here are,15
cause of,15
word of,15
dir this,15
silvius phebe,15
love for,14
become a,14
the loss,14
gone and,14
this same,14
that so,14
threetwo i,14
grace and,14
keep it,14
not too,14
i look,14
this that,14
and men,14
the basket,14
she doth,14
my noble,14
be one,14
not much,14
glad of,14
take you,14
but hear,14
a pretty,14
choose but,14
my niece,14
too long,14
never to,14
again i,14
found it,14
my duty,14
host caius,14
helicanus pericles,14
sir it,14
have brought,14
has been,14
word with,14
sit down,14
too for,14
know how,14
bertram stage,14
the gate,14
the sight,14
deny it,14
why dost,14
of many,14
then she,14
my word,14
canst thou,14
bid me,14
angelo duke,14
my blood,14
quickly stage,14
to stay,14
i my,14
syr twofour,14
antonio bassanio,14
bassanio shylock,14
the street,14
to let,14
bring thee,14
thee that,14
demetrius stage,14
day to,14
you wrong,14
wit to,14
though the,14
know he,14
in padua,14
i sent,14
would say,14
ursula hero,14
make his,14
forth to,14
we go,14
more in,14
holofernes nathaniel,14
boyet stage,14
lack of,14
jaques orlando,14
nay that,14
antonio shylock,14
not worth,14
the honour,14
boyet rosaline,14
his soul,14
a foolish,14
no he,14
was to,14
not an,14
you who,14
for nothing,14
prospero ferdinand,14
dir if,14
o is,14
nothing of,14
with so,14
five act,14
he looks,14
say thou,14
was no,14
answer to,14
widow helena,14
you madam,14
youth i,14
in to,14
lady is,14
hath done,14
of more,14
honour of,14
sweet and,14
his master,14
well for,14
the woman,14
nothing to,14
fire and,14
death of,14
thou and,14
the sum,14
here at,14
take heed,14
a daughter,14
do a,14
they that,14
to sea,14
fare thee,14
and thus,14
dir oberon,14
you it,14
at hand,14
signior gremio,14
as great,14
valentine thurio,14
must go,14
you could,14
till you,14
on i,14
doctor caius,14
want of,14
falstaff pistol,14
doth not,14
grumio stage,14
which of,14
are welcome,14
are well,14
eph angelo,14
own part,14
good night,14
i wonder,14
but thou,14
among the,14
the ladies,14
but here,14
dir giving,14
an i,14
dir flourish,14
before him,14
me too,14
you stage,14
the while,14
bassanio gratiano,14
be her,14
tranio baptista,14
think on,14
messenger stage,14
were so,14
where they,14
let not,14
i wear,14
thou i,14
a night,14
good lady,14
this fellow,14
enter mistress,14
sight of,14
then my,14
such another,14
that be,14
the body,14
grumio petruchio,14
this in,14
married to,14
sir oliver,14
for them,14
proteus silvia,14
so my,14
clown onetwo,14
hope i,14
of greece,14
at court,14
pains to,14
dir act,14
not hold,14
he loves,14
away and,14
thing that,14
lord sir,14
she never,14
said i,14
exeunt all,14
do that,14
now and,14
countess lafeu,14
where my,14
she may,14
fear the,14
dir agamemnon,14
my purpose,14
night i,14
him what,14
elbow escalus,14
along with,14
evans shallow,14
to prove,14
queen of,14
a heart,14
follow him,14
the story,14
pandarus servant,14
duke eightfive,14
thee as,14
will it,14
an oath,14
helena lysander,14
they should,14
find out,14
was ever,14
thaisa pericles,14
indeed i,14
live in,14
ford i,14
i so,14
two stage,14
hector troilus,14
would fain,14
spirit of,14
where it,14
known to,14
good father,14
out at,14
you saw,14
your face,14
but be,14
a messenger,14
i put,14
lafeu stage,14
arviragus stage,14
look here,14
it your,14
way i,14
where thou,14
even as,14
rosaline king,14
the temple,14
have and,14
o let,14
biondello lucentio,14
bid the,14
time is,14
an eye,14
at first,14
wonder at,14
besides the,14
no harm,14
the dead,14
onethree i,14
well what,14
of thine,14
your friend,14
arviragus belarius,14
fear you,14
a horse,14
the child,14
him when,14
orlando i,14
my old,14
does he,13
and master,13
he and,13
the face,13
gonzalo alonso,13
at him,13
william evans,13
good man,13
off and,13
him you,13
eph sixeight,13
shylock bassanio,13
a week,13
caius host,13
despite of,13
the reason,13
so we,13
no woman,13
that from,13
it then,13
whom the,13
thy mistress,13
am as,13
the present,13
threefour i,13
of blood,13
a name,13
i no,13
her a,13
but how,13
for no,13
man the,13
my gentle,13
helena hermia,13
it out,13
that as,13
luce dromio,13
this morning,13
this woman,13
then thou,13
which way,13
bertram lafeu,13
with mine,13
touchstone corin,13
words are,13
what think,13
and call,13
come the,13
we came,13
i write,13
himself to,13
there not,13
dir tranio,13
but like,13
corin touchstone,13
but o,13
then he,13
unto a,13
how came,13
you leave,13
her hand,13
see thy,13
valentine and,13
sir thurio,13
call her,13
cleon dionyza,13
thou have,13
with any,13
be thou,13
achilles stage,13
gentleman and,13
one pericles,13
nineseven and,13
portia stage,13
bid them,13
twotwo i,13
theseus hippolyta,13
to ask,13
with these,13
to set,13
i spoke,13
trinculo caliban,13
shallow evans,13
katharina stage,13
caius stage,13
off the,13
were but,13
and those,13
then we,13
by mine,13
leave of,13
know this,13
servant pandarus,13
two cloten,13
young and,13
them that,13
seek to,13
train stage,13
so fair,13
dir posthumus,13
lafeu clown,13
thee if,13
nothing i,13
escalus elbow,13
face of,13
demetrius lysander,13
that now,13
they be,13
helena king,13
eight and,13
æneas troilus,13
which if,13
that when,13
use of,13
with more,13
same stage,13
a and,13
julia host,13
to mine,13
six what,13
lord she,13
dir belarius,13
good i,13
so great,13
for then,13
than she,13
men that,13
say this,13
her if,13
all thy,13
be said,13
word for,13
miranda ferdinand,13
portia gratiano,13
not find,13
thee at,13
slender stage,13
against your,13
sir she,13
salarino salanio,13
two and,13
duke clown,13
i here,13
lie and,13
gentleman of,13
no nor,13
the prison,13
ask me,13
think that,13
not call,13
of some,13
dir provost,13
come away,13
father is,13
serve the,13
rosalind touchstone,13
eyes of,13
who there,13
could have,13
in time,13
of war,13
my best,13
come again,13
on one,13
eye of,13
the church,13
the knight,13
sit and,13
clown duke,13
and two,13
nestor stage,13
a bawd,13
sevenzero i,13
but do,13
agamemnon stage,13
do to,13
a coward,13
pompey stage,13
and made,13
who can,13
myself to,13
for want,13
so as,13
against his,13
is yours,13
my bond,13
speak it,13
marry me,13
was as,13
slender page,13
be all,13
i assure,13
helena widow,13
know his,13
commend me,13
belch clown,13
give the,13
leonato beatrice,13
whom he,13
have in,13
till then,13
to heaven,13
such an,13
too little,13
all as,13
duke escalus,13
you understand,13
his son,13
angelo escalus,13
may have,13
said she,13
mean you,13
pound of,13
should do,13
good time,13
i long,13
well met,13
in so,13
go along,13
was so,13
tell the,13
the wars,13
have so,13
berowne stage,13
that that,13
which are,13
for by,13
did but,13
have but,13
so thou,13
and yours,13
will my,13
ajax stage,13
may do,13
kiss the,13
the greeks,13
as when,13
his wit,13
bertram diana,13
heart is,13
to fear,13
need not,13
for to,13
comes my,13
pericles thaisa,13
put it,13
sure you,13
i then,13
note of,13
an end,13
have found,13
i took,13
touchstone jaques,13
with no,13
and which,13
to buy,13
honour i,13
queen stage,13
forest stage,13
oberon puck,13
look for,13
be found,13
not thou,13
you knew,13
well the,13
laugh at,13
one so,13
call the,13
than his,13
five shakespeare,13
be known,13
demetrius helena,13
what this,13
o heavens,13
than all,13
i humbly,13
as true,13
itself and,13
a gentle,13
eyes with,13
master parson,13
shape of,13
given me,13
live to,13
shall never,13
the master,13
lord it,13
his house,13
or what,13
that most,13
thou my,13
wind and,13
not on,13
thou diest,12
says the,12
in haste,12
toby belch,12
prove it,12
the park,12
not let,12
gentleman three,12
lord your,12
thanks and,12
for is,12
know thou,12
for as,12
left me,12
thou no,12
that should,12
thousand times,12
the second,12
himself and,12
my wit,12
dir viola,12
jessica lorenzo,12
me such,12
me why,12
parolles thirty,12
valentine thirty,12
peace i,12
i well,12
here with,12
well then,12
her so,12
i understand,12
belch viola,12
to myself,12
a year,12
is something,12
of france,12
a fellow,12
duke i,12
maid and,12
your wit,12
from thence,12
you use,12
why she,12
will serve,12
when that,12
abbess adriana,12
but her,12
nay you,12
them for,12
place of,12
sir valentine,12
is by,12
i seek,12
dir bertram,12
each other,12
have left,12
do all,12
her heart,12
say nothing,12
so so,12
never so,12
a son,12
too good,12
and fair,12
give a,12
then be,12
but so,12
men are,12
three or,12
longaville berowne,12
so with,12
a mind,12
let my,12
will keep,12
shall the,12
silvius stage,12
armado onetwo,12
why so,12
moth onetwo,12
there to,12
had as,12
how dost,12
speed stage,12
would they,12
that our,12
marry i,12
viola clown,12
valentine i,12
eight i,12
we should,12
have one,12
life of,12
in with,12
love so,12
sir there,12
a plague,12
cut off,12
but say,12
this very,12
whilst i,12
rosaline boyet,12
on whom,12
eightzero i,12
use to,12
o what,12
ay ay,12
say we,12
a brave,12
to every,12
me good,12
of night,12
then in,12
the deed,12
are gone,12
fisherman three,12
a a,12
bring it,12
mind to,12
baptista tranio,12
clown viola,12
how can,12
man thou,12
will leave,12
though thou,12
or four,12
dir antonio,12
to fight,12
are come,12
good as,12
the wise,12
dir lafeu,12
come my,12
not till,12
fabian stage,12
loath to,12
ring and,12
her honour,12
robin stage,12
still and,12
up with,12
is fair,12
peace and,12
the true,12
she says,12
am yours,12
father i,12
a cat,12
you lie,12
me she,12
